Graphtreon,Name,Category,Patrons,Earnings,Range,"Is Nsfw","Facebook Likes","Twitter Followers","Youtube Subscribers","Youtube Videos","Youtube Views"
https://graphtreon.com/creator/DarulArqam,"DarulArqam Studios",Video,155,2189.5,month,0,,,,,
https://graphtreon.com/creator/NeilC,"Neil Cicierega",Video,155,186.62,month,0,,,,,
https://graphtreon.com/creator/geekbox,"The Geekbox",Podcasts,151,255.45,month,0,,,,,
https://graphtreon.com/creator/different_play,"Different Play",,153,895,"game published",0,,,,,
https://graphtreon.com/creator/DasBoSchitt,DasBoSchitt,,152,1097.75,,0,,,,,
https://graphtreon.com/creator/blacklily8,"Matt Barton",Games,152,550.26,Video,0,,,,,
https://graphtreon.com/creator/phonelosers,"Phone Losers of America",Podcasts,152,1391.23,month,0,,,,,
https://graphtreon.com/creator/manyatruenerd,"Many A True Nerd",Video,151,637.03,month,0,,,,,
https://graphtreon.com/creator/jeffreykunde,"jeffrey kunde",,147,1227,video,0,,,,,
https://graphtreon.com/creator/lepas,"Pascalle Lepas","Adult Comics",150,594,month,1,,,,,
https://graphtreon.com/creator/mightymur,"Mur Lafferty",Podcasts,148,620,month,0,,,,,
https://graphtreon.com/creator/boyinaband,Boyinaband,Music,148,1001.08,video,0,,,,,
https://graphtreon.com/creator/Digitiser2000,"Paul Rose (Mr Biffo)",Video,143,1110,month,0,,,,,
https://graphtreon.com/creator/thestorycollider,"The Story Collider",Video,141,695.5,month,0,,,,,
https://graphtreon.com/creator/medienkuh,Medien-KuH,Podcasts,138,564.98,month,0,,,,,
https://graphtreon.com/creator/mikej,"Mike Jeavons",Video,137,861.25,month,0,,,,,
https://graphtreon.com/creator/DCIGS,SIGGAS,Video,136,1278,month,0,,,,,
https://graphtreon.com/creator/itaboray,"Rodrigo Itaboray (CONTA INATIVA)",,136,203.5,month,0,,,,,
https://graphtreon.com/creator/ludology,"Team Ludology",Podcasts,136,410.49,month,0,,,,,
https://graphtreon.com/creator/PurpleMentat,PurpleMentat,Games,135,991,month,0,,,,,
https://graphtreon.com/creator/carsieblanton,"Carsie Blanton","Adult Music",134,415.48,"song, essay and video",1,,,,,
https://graphtreon.com/creator/gaijingoombah,"Gaijin Goombah",Video,134,1267.66,month,0,,,,,
https://graphtreon.com/creator/danteshepherd,"Dante Shepherd",Comics,131,465.92,month,0,,,,,
https://graphtreon.com/creator/wronchianimation,"Brian Calland aka 'Wronchi Animation'",Animation,132,591.5,month,0,,,,,
https://graphtreon.com/creator/LiamDryden,"Liam Dryden",Video,131,141.02,month,0,,,,,
https://graphtreon.com/creator/MikeLLunsford,"Michael Lee Lunsford","Adult Comics",130,471.5,month,1,,,,,
https://graphtreon.com/creator/zarco,Toril,Comics,131,629,month,0,,,,,
https://graphtreon.com/creator/deadwinter,"Allison Shabet",Comics,129,549.5,month,0,,,,,
https://graphtreon.com/creator/chrisryniak,"Chris Ryniak","Drawing & Painting",130,840,month,0,,,,,
https://graphtreon.com/creator/EricaGriffin,"Erica Griffin",Video,128,940,month,0,,,,,
https://graphtreon.com/creator/raizap,Chu,Comics,128,954,month,0,,,,,
https://graphtreon.com/creator/photorectoby,"Toby Gelston",Photography,132,769,month,0,,,,,
https://graphtreon.com/creator/thorium,"Gordon McDowell",Video,131,1578.64,"Yearly Thorium Remix",0,,,,,
https://graphtreon.com/creator/nickpitera,"Nick Pitera",Music,129,1232,video,0,,,,,
https://graphtreon.com/creator/ThePhileasClub,"The Phileas Club",Video,126,302.46,episode,0,,,,,
https://graphtreon.com/creator/VivienneMedrano,"Vivienne Medrano",Animation,124,1122.63,month,0,,,,,
https://graphtreon.com/creator/mariedigby,"Marie Digby",Music,125,974,Video,0,,,,,
https://graphtreon.com/creator/opengameart,"Bart Kelsey",Games,124,710,month,0,,,,,
https://graphtreon.com/creator/tabletopaudio,"Tabletop Audio",Games,124,303.25,month,0,,,,,
https://graphtreon.com/creator/survivingcreativity,"Surviving Creativity",Podcasts,123,192.71,Episode,0,,,,,
https://graphtreon.com/creator/recordingrevolution,"Graham Cochrane",Video,120,225.61,Video,0,,,,,
https://graphtreon.com/creator/probablyrichard,"Richard Cobbett",,121,745,creation,0,,,,,
https://graphtreon.com/creator/Vanilleon,"Aja Vanilleon",Comics,120,300.24,"new page",0,,,,,
https://graphtreon.com/creator/johnwickpresents,"John Wick",Magazine,119,403.07,"Per Issue",0,,,,,
https://graphtreon.com/creator/horriblepeople,"Horrible People Games",Games,117,1187,"version release",0,,,,,
https://graphtreon.com/creator/tomread,"Tom Read",Music,119,1173.74,song,0,,,,,
https://graphtreon.com/creator/MichaelPoe,"Michael Poe",Comics,118,835.42,month,0,,,,,
https://graphtreon.com/creator/geeks,"Geek's Guide to the Galaxy",Podcasts,118,205.89,"weekly episode",0,,,,,
https://graphtreon.com/creator/heeyisis,"Isis Vasconcellos",Music,114,1168,"Music Video",0,,,,,
https://graphtreon.com/creator/mundoonlinefan,Mundoonline,Video,113,348,month,0,,,,,
https://graphtreon.com/creator/ellis,Ellis,Music,114,1290.94,month,0,,,,,
https://graphtreon.com/creator/benbriggs,"Ben Briggs",Music,113,443.15,creation,0,,,,,
https://graphtreon.com/creator/LESSTHANLIVE,"Kate Leth",,113,884.5,month,0,,,,,
https://graphtreon.com/creator/honeyhoneyband,HONEYHONEY,Music,112,522.86,"new tunes",0,,,,,
https://graphtreon.com/creator/AppliedScience,"Applied Science",Video,111,204.17,"Youtube video ",0,,,,,
https://graphtreon.com/creator/gabebondoc,"Gabe Bondoc",Music,111,473,video,0,,,,,
https://graphtreon.com/creator/laburrini,"Sarah Burrini",Comics,110,240.99,comic,0,,,,,
https://graphtreon.com/creator/BritishTechNetwork,"The British Tech Network",Podcasts,110,507.06,month,0,,,,,
https://graphtreon.com/creator/Verity,"Verity Podcast",Podcasts,110,151.36,"released podcast",0,,,,,
https://graphtreon.com/creator/weregeek,"Alina Pete",Comics,110,657,month,0,,,,,
https://graphtreon.com/creator/dylanmeconis,"Dylan Meconis",Comics,110,405.64,month,0,,,,,
https://graphtreon.com/creator/robpaulsenlive,"Rob Paulsen (Yakko, Donnie, Pinky)",Podcasts,111,1711,month,0,,,,,
https://graphtreon.com/creator/F777,F-777,Music,109,813.04,creation,0,,,,,
https://graphtreon.com/creator/kiri,"Kiri Callaghan",Music,109,1549.5,month,0,,,,,
https://graphtreon.com/creator/necro,NECRO,Music,109,235.45,"Track/song & video",0,,,,,
https://graphtreon.com/creator/spumwack,Spumwack,Video,108,820.63,month,0,,,,,
https://graphtreon.com/creator/cuckoomusic,CUCKOO,Music,108,459,"video or download",0,,,,,
https://graphtreon.com/creator/skidd,Skidd,"Adult Comics",105,1003.5,page,1,,,,,
https://graphtreon.com/creator/renegadecut,"Leon Thomas",Video,107,331.5,Video,0,,,,,
https://graphtreon.com/creator/studymusicproject,"Dennis Kuo",Music,107,618.52,creation,0,,,,,
https://graphtreon.com/creator/4player,4Player,Games,107,843,month,0,,,,,
https://graphtreon.com/creator/quinn,Quinn,Games,107,692.64,month,0,,,,,
https://graphtreon.com/creator/UPRISER,UPRISER,Video,115,1252,month,0,,,,,
https://graphtreon.com/creator/SharmMusic,Sharm,Music,105,1259,month,0,,,,,
https://graphtreon.com/creator/bronydanceparty,Bronydanceparty,Music,105,1354,month,0,,,,,
https://graphtreon.com/creator/LucyBellwood,"Lucy Bellwood",Comics,104,589,month,0,,,,,
https://graphtreon.com/creator/polyle,Polyle,"Adult Comics",104,188.37,month,1,,,,,
https://graphtreon.com/creator/comicsbeat,"The Comics Beat",Comics,104,724,month,0,,,,,
https://graphtreon.com/creator/birdandmoon,"Rosemary Mosco",Comics,104,368.11,Comic,0,,,,,
https://graphtreon.com/creator/shaunjs,"Shaun Spalding",Games,105,502,month,0,,,,,
https://graphtreon.com/creator/tigerknight,Jan,Comics,103,653,month,0,,,,,
https://graphtreon.com/creator/cupodcast,"Pat Contri & Ian Ferguson",Podcasts,103,432.02,month,0,,,,,
https://graphtreon.com/creator/jimandthem,"Jim and Them",Podcasts,101,1040,month,0,,,,,
https://graphtreon.com/creator/iliketomakestuff,"I Like To Make Stuff",Video,101,386,month,0,,,,,
https://graphtreon.com/creator/wemakemovies,"We Make Movies",Video,100,1929.5,month,0,,,,,
https://graphtreon.com/creator/brettdomino,"Brett Domino",Video,96,277.75,Video,0,,,,,
https://graphtreon.com/creator/jakeparker,"Jake Parker",Comics,91,182.5,comic!,0,,,,,
https://graphtreon.com/creator/nicolesy,"Nicole S. Young",Photography,89,463,month,0,,,,,
https://graphtreon.com/creator/sandyallnock,"Sandy Allnock",Video,88,219.5,month,0,,,,,
https://graphtreon.com/creator/JosephScrimshaw,"Joseph Scrimshaw",Podcasts,88,528.83,month,0,,,,,
https://graphtreon.com/creator/JuliaWestlin,"Julia Westlin",Music,88,905,"Music videos",0,,,,,
https://graphtreon.com/creator/KNOWERmusic,KNOWER,Music,85,366.33,song,0,,,,,
https://graphtreon.com/creator/landonaustin,"Landon Austin",Music,83,1521,"Music video",0,,,,,
https://graphtreon.com/creator/JonPaula,"Jon Paula",Video,79,642.91,month,0,,,,,
https://graphtreon.com/creator/Jarvie,"Scott Jarvie",Photography,78,665,month,0,,,,,
https://graphtreon.com/creator/yulinkuang,"Yulin Kuang",,78,672.5,month,0,,,,,
https://graphtreon.com/creator/krunkidile,Krunkidile,Video,77,310,month,0,,,,,
https://graphtreon.com/creator/Dutchcartoon,Dutch,"Adult Comics",74,866,month,1,,,,,
https://graphtreon.com/creator/benjadams,"Ben J Adams","Drawing & Painting",73,791,month,0,,,,,
https://graphtreon.com/creator/MIKEPETERSON,"Mike Peterson",Video,72,271,month,0,,,,,
https://graphtreon.com/creator/mraviation101,MrAviation101,Video,73,388.84,"Aviation Video",0,,,,,
https://graphtreon.com/creator/anafree,"Ana Free",Music,73,456.27,"Music Videos",0,,,,,
https://graphtreon.com/creator/johnpavlovitz,"john pavlovitz",Writing,71,2380,month,0,,,,,
https://graphtreon.com/creator/srodalmenara,"Srod Almenara",Video,68,111,creation,0,,,,,
https://graphtreon.com/creator/MortTodd,"Mort Todd",Comics,64,503.02,month,0,,,,,
https://graphtreon.com/creator/ellenrogers,"Ellen Rogers",Photography,60,508.5,month,0,,,,,
https://graphtreon.com/creator/gardinersisters,"Gardiner Sisters",Video,60,779.21,"Youtube Video",0,,,,,
https://graphtreon.com/creator/adotashort,Palingenesie,Video,60,359.75,Video,0,,,,,
https://graphtreon.com/creator/newton,"Simon Newton",,60,503.5,,0,,,,,
https://graphtreon.com/creator/jeremiahmcdonald,"Jeremiah McDonald",Video,59,258,Video,0,,,,,
https://graphtreon.com/creator/aristake,"Ari Herstand",Writing,57,123,"Ari's Take blog post",0,,,,,
https://graphtreon.com/creator/MyDadtheGiant,"Patrick Stannard",Video,56,402,month,0,,,,,
https://graphtreon.com/creator/sambuckingham,"Sam Buckingham",Music,55,238.33,song,0,,,,,
https://graphtreon.com/creator/laurenfairweather,"Lauren Fairweather",Writing,54,234.08,video,0,,,,,
https://graphtreon.com/creator/EverydayDriver,"Everyday Driver",Video,54,272,month,0,,,,,
https://graphtreon.com/creator/timh,Tim,Video,51,838.35,video,0,,,,,
https://graphtreon.com/creator/thebeerists,"The Beerists Podcast",Video,48,141.75,Episode,0,,,,,
https://graphtreon.com/creator/peteryuenphotography,"Peter Yuen",Photography,47,558,"photo essay",0,,,,,
https://graphtreon.com/creator/RayDillon,"RAY DILLON",Comics,47,405.01,month,0,,,,,
https://graphtreon.com/creator/arielwaldman,"Ariel Waldman",Video,45,301,month,0,,,,,
https://graphtreon.com/creator/TinaGuo,"Tina Guo",Music,42,368,"Video or Livestreamed Show",0,,,,,
https://graphtreon.com/creator/servingworlds,"John Mierau",Podcasts,39,120,month,0,,,,,
https://graphtreon.com/creator/user?u=35316,RUNAGROUND,,34,272,,0,,,,,
https://graphtreon.com/creator/user?u=43515,Esquirebob,,33,266.52,,0,,,,,
https://graphtreon.com/creator/cepvi,"Cole Palmer",,33,106.3,"set of photos",0,,,,,
https://graphtreon.com/creator/ginnymcqueen,"Ginny McQueen",Writing,31,604,month,0,,,,,
https://graphtreon.com/creator/PlaywrightHero,"Playwright Hero",Video,31,1830,Production,0,,,,,
https://graphtreon.com/creator/soulsofsociety,Dijon,Video,30,527,month,0,,,,,
https://graphtreon.com/creator/benandelaine,"Ben and Elaine",Comics,24,217.25,0.00,0,,,,,
https://graphtreon.com/creator/leenisabel,"Leen Isabel",Comics,25,71.5,comic,0,,,,,
https://graphtreon.com/creator/mbfast,"Midnight Breakfast",Magazine,25,197,Issue,0,,,,,
https://graphtreon.com/creator/rebexart,"Rebecca Nie - Fine Artist","Drawing & Painting",16,277,"finished work",0,,,,,
https://graphtreon.com/creator/kk,"Kelly King","Dance & Theater",14,166,month,0,,,,,
https://graphtreon.com/creator/user?u=200002,ShutUpAndDance,,11,76,,0,,,,,
https://graphtreon.com/creator/danceaday,"Boris Willis",,10,34,creation,0,,,,,
https://graphtreon.com/creator/manboobscomedy,"ManBoobs Comedy","Adult Video",8,63,Video,1,,,,,
https://graphtreon.com/creator/sameerhazari,"Sameer Hazari","Adult Video",5,127,month,1,,,,,
https://graphtreon.com/creator/user?u=34217,"Ashley Balzer",,2,5,,0,,,,,
https://graphtreon.com/creator/brianmatiash,"Brian Matiash",,,0,month,0,,,,,
https://graphtreon.com/creator/user?u=176930,"Hybrid Librarian",,,0,video,0,,,,,
https://graphtreon.com/creator/caddicarus,Caddicarus,Video,,0,month,0,,,,,
https://graphtreon.com/creator/RedHeadExpress,"Redhead Express",Music,41,371,"Music Video",0,,,,,
