patreon_url,dest_name,error
https://www.patreon.com/SightseeingSally/overview,datadump/patreon/overviews/s/SightseeingSally.html,302
https://www.patreon.com/playmaker/overview,datadump/patreon/overviews/p/playmaker.html,302
https://www.patreon.com/fenixdown/overview,datadump/patreon/overviews/f/fenixdown.html,302
https://www.patreon.com/kaguesnacosplay/overview,datadump/patreon/overviews/k/kaguesnacosplay.html,404
https://www.patreon.com/nogats07/overview,datadump/patreon/overviews/n/nogats07.html,302
https://www.patreon.com/esoretal/overview,datadump/patreon/overviews/e/esoretal.html,302
https://www.patreon.com/CaptainBigButt/overview,datadump/patreon/overviews/c/CaptainBigButt.html,302
https://www.patreon.com/stockmusicmusician/overview,datadump/patreon/overviews/s/stockmusicmusician.html,302
https://www.patreon.com/kalclashfitness/overview,datadump/patreon/overviews/k/kalclashfitness.html,302
https://www.patreon.com/Lab99/overview,datadump/patreon/overviews/l/Lab99.html,302
https://www.patreon.com/dokusan/overview,datadump/patreon/overviews/d/dokusan.html,302
https://www.patreon.com/quadzer0/overview,datadump/patreon/overviews/q/quadzer0.html,302
https://www.patreon.com/Miketoney/overview,datadump/patreon/overviews/m/Miketoney.html,302
https://www.patreon.com/hibbygames/overview,datadump/patreon/overviews/h/hibbygames.html,302
https://www.patreon.com/l3arks/overview,datadump/patreon/overviews/l/l3arks.html,404
https://www.patreon.com/lapociÌ_nrojakoyuki/overview,datadump/patreon/overviews/l/lapociÌ_nrojakoyuki.html,404
https://www.patreon.com/Irwe/overview,datadump/patreon/overviews/i/Irwe.html,302
https://www.patreon.com/Dvorit/overview,datadump/patreon/overviews/d/Dvorit.html,404
https://www.patreon.com/Pinkle/overview,datadump/patreon/overviews/p/Pinkle.html,404
https://www.patreon.com/hisokanapianisuto/overview,datadump/patreon/overviews/h/hisokanapianisuto.html,404
https://www.patreon.com/galaxygoatss/overview,datadump/patreon/overviews/g/galaxygoatss.html,302
https://www.patreon.com/TheDrunkenYeti/overview,datadump/patreon/overviews/t/TheDrunkenYeti.html,302
https://www.patreon.com/ReeseyFbabe/overview,datadump/patreon/overviews/r/ReeseyFbabe.html,302
https://www.patreon.com/asheqt/overview,datadump/patreon/overviews/a/asheqt.html,302
https://www.patreon.com/rosaliehearts/overview,datadump/patreon/overviews/r/rosaliehearts.html,404
https://www.patreon.com/ClassyReviews/overview,datadump/patreon/overviews/c/ClassyReviews.html,302
https://www.patreon.com/barefootbenfader/overview,datadump/patreon/overviews/b/barefootbenfader.html,302
https://www.patreon.com/primrosepanglea/overview,datadump/patreon/overviews/p/primrosepanglea.html,302
https://www.patreon.com/OurWorld/overview,datadump/patreon/overviews/o/OurWorld.html,302
https://www.patreon.com/videostreetmusic/overview,datadump/patreon/overviews/v/videostreetmusic.html,302
https://www.patreon.com/Purgatorydreams/overview,datadump/patreon/overviews/p/Purgatorydreams.html,302
https://www.patreon.com/trothlisberger/overview,datadump/patreon/overviews/t/trothlisberger.html,302
https://www.patreon.com/thefamilydances/overview,datadump/patreon/overviews/t/thefamilydances.html,302
https://www.patreon.com/loveleighloops/overview,datadump/patreon/overviews/l/loveleighloops.html,302
https://www.patreon.com/MarySquid/overview,datadump/patreon/overviews/m/MarySquid.html,404
https://www.patreon.com/DungeyState/overview,datadump/patreon/overviews/d/DungeyState.html,404
https://www.patreon.com/azaxxii/overview,datadump/patreon/overviews/a/azaxxii.html,302
https://www.patreon.com/vitriolink/overview,datadump/patreon/overviews/v/vitriolink.html,302
https://www.patreon.com/kenmcfarlane/overview,datadump/patreon/overviews/k/kenmcfarlane.html,302
https://www.patreon.com/MindlessPursuits/overview,datadump/patreon/overviews/m/MindlessPursuits.html,302
https://www.patreon.com/felicechan/overview,datadump/patreon/overviews/f/felicechan.html,302
https://www.patreon.com/floravola/overview,datadump/patreon/overviews/f/floravola.html,302
https://www.patreon.com/newreleasetoday/overview,datadump/patreon/overviews/n/newreleasetoday.html,302
https://www.patreon.com/fiorenzas/overview,datadump/patreon/overviews/f/fiorenzas.html,302
https://www.patreon.com/valestitchery/overview,datadump/patreon/overviews/v/valestitchery.html,302
https://www.patreon.com/LoudMouthWrestling/overview,datadump/patreon/overviews/l/LoudMouthWrestling.html,302
https://www.patreon.com/yesyouneeddiapers/overview,datadump/patreon/overviews/y/yesyouneeddiapers.html,302
https://www.patreon.com/sforsythe/overview,datadump/patreon/overviews/s/sforsythe.html,404
https://www.patreon.com/JPCMHD/overview,datadump/patreon/overviews/j/JPCMHD.html,302
https://www.patreon.com/joobyproject/overview,datadump/patreon/overviews/j/joobyproject.html,404
https://www.patreon.com/iloveterracehouse/overview,datadump/patreon/overviews/i/iloveterracehouse.html,302
https://www.patreon.com/Tattooedbear/overview,datadump/patreon/overviews/t/Tattooedbear.html,302
https://www.patreon.com/CalebratedGamer/overview,datadump/patreon/overviews/c/CalebratedGamer.html,302
https://www.patreon.com/One89/overview,datadump/patreon/overviews/o/One89.html,302
https://www.patreon.com/InflatablePopping/overview,datadump/patreon/overviews/i/InflatablePopping.html,302
https://www.patreon.com/creepylucinda/overview,datadump/patreon/overviews/c/creepylucinda.html,302
https://www.patreon.com/akiblitz/overview,datadump/patreon/overviews/a/akiblitz.html,302
https://www.patreon.com/TobilTop/overview,datadump/patreon/overviews/t/TobilTop.html,302
https://www.patreon.com/ArkSource/overview,datadump/patreon/overviews/a/ArkSource.html,302
https://www.patreon.com/MsSarahHunter/overview,datadump/patreon/overviews/m/MsSarahHunter.html,302
https://www.patreon.com/oouichi_closed/overview,datadump/patreon/overviews/o/oouichi_closed.html,302
https://www.patreon.com/fuckcooking/overview,datadump/patreon/overviews/f/fuckcooking.html,302
https://www.patreon.com/ChiropteraHorrifica/overview,datadump/patreon/overviews/c/ChiropteraHorrifica.html,302
https://www.patreon.com/sizzuhs/overview,datadump/patreon/overviews/s/sizzuhs.html,404
https://www.patreon.com/MetalPandora/overview,datadump/patreon/overviews/m/MetalPandora.html,302
https://www.patreon.com/rosewitchery/overview,datadump/patreon/overviews/r/rosewitchery.html,302
https://www.patreon.com/gabbyfe/overview,datadump/patreon/overviews/g/gabbyfe.html,302
https://www.patreon.com/Artix/overview,datadump/patreon/overviews/a/Artix.html,404
https://www.patreon.com/theleadpanda/overview,datadump/patreon/overviews/t/theleadpanda.html,302
https://www.patreon.com/dallydaydream/overview,datadump/patreon/overviews/d/dallydaydream.html,302
https://www.patreon.com/claralis/overview,datadump/patreon/overviews/c/claralis.html,302
https://www.patreon.com/toxsimian/overview,datadump/patreon/overviews/t/toxsimian.html,404
https://www.patreon.com/vovchisko/overview,datadump/patreon/overviews/v/vovchisko.html,404
https://www.patreon.com/velnna/overview,datadump/patreon/overviews/v/velnna.html,302
https://www.patreon.com/gentlemenpickle/overview,datadump/patreon/overviews/g/gentlemenpickle.html,404
https://www.patreon.com/Kaleigh/overview,datadump/patreon/overviews/k/Kaleigh.html,302
https://www.patreon.com/DigitalApostate/overview,datadump/patreon/overviews/d/DigitalApostate.html,302
https://www.patreon.com/dorkpatroller/overview,datadump/patreon/overviews/d/dorkpatroller.html,404
https://www.patreon.com/magwags/overview,datadump/patreon/overviews/m/magwags.html,302
https://www.patreon.com/obieplaton/overview,datadump/patreon/overviews/o/obieplaton.html,404
https://www.patreon.com/imkmf/overview,datadump/patreon/overviews/i/imkmf.html,302
https://www.patreon.com/keharts/overview,datadump/patreon/overviews/k/keharts.html,302
https://www.patreon.com/SparkyandSons/overview,datadump/patreon/overviews/s/SparkyandSons.html,302
https://www.patreon.com/GrunfWorks/overview,datadump/patreon/overviews/g/GrunfWorks.html,302
https://www.patreon.com/anitheartist/overview,datadump/patreon/overviews/a/anitheartist.html,302
https://www.patreon.com/TealOpal/overview,datadump/patreon/overviews/t/TealOpal.html,302
https://www.patreon.com/christieinge/overview,datadump/patreon/overviews/c/christieinge.html,302
https://www.patreon.com/lichtkindervb/overview,datadump/patreon/overviews/l/lichtkindervb.html,404
https://www.patreon.com/themeparktraveler/overview,datadump/patreon/overviews/t/themeparktraveler.html,302
https://www.patreon.com/puzzleyourkids/overview,datadump/patreon/overviews/p/puzzleyourkids.html,302
https://www.patreon.com/scottiwrites/overview,datadump/patreon/overviews/s/scottiwrites.html,302
https://www.patreon.com/ColoradoBlues/overview,datadump/patreon/overviews/c/ColoradoBlues.html,302
https://www.patreon.com/natnay/overview,datadump/patreon/overviews/n/natnay.html,302
https://www.patreon.com/maitresseamelia/overview,datadump/patreon/overviews/m/maitresseamelia.html,404
https://www.patreon.com/sevenisalive/overview,datadump/patreon/overviews/s/sevenisalive.html,404
https://www.patreon.com/paddingcentral/overview,datadump/patreon/overviews/p/paddingcentral.html,302
https://www.patreon.com/ReverendT/overview,datadump/patreon/overviews/r/ReverendT.html,302
https://www.patreon.com/limostn/overview,datadump/patreon/overviews/l/limostn.html,302
https://www.patreon.com/tmayc/overview,datadump/patreon/overviews/t/tmayc.html,302
https://www.patreon.com/omgabby/overview,datadump/patreon/overviews/o/omgabby.html,302
https://www.patreon.com/VeGAINator/overview,datadump/patreon/overviews/v/VeGAINator.html,404
https://www.patreon.com/adrmaloud/overview,datadump/patreon/overviews/a/adrmaloud.html,302
https://www.patreon.com/foxolantern/overview,datadump/patreon/overviews/f/foxolantern.html,302
https://www.patreon.com/cynical7/overview,datadump/patreon/overviews/c/cynical7.html,404
https://www.patreon.com/rallyradion/overview,datadump/patreon/overviews/r/rallyradion.html,302
